   200	1,1002,-11.476573,10.7946,-69.4592,9.5562,-11.3604,-45.2502,-3.8382,5.3246,-73.470604,5.3454,5.767,-29.911001,6.0698,32.06,-10.1368,42.823196,0.3396,-37.2552,-26.9822,0.0108,19.53,-4.3436,-27.363998,0.3164,2.3336,-42.351,0.1676,12.16,-75.361,27.882801,1.7739999,-5.7542,-35.185,-1.1746,12.16,25.353,-3.592,0.341,29.9916,-29.0864,0.0052,85.5,19.932,-62.3994,0.3156,2.5103998,-42.7958,0.018,12.16,-1.771,0.0,-3.766,0.0,-5.95,0.0,3,B,0,0
   201	1,1002,-11.372647,9.5662,-74.3528,9.0592,-11.3214,-45.0994,-5.2306,5.9874,-76.427795,5.9472,7.2584004,-29.3134,5.8744,30.2,-13.8564005,40.0934,0.3396,-36.1978,-28.350601,0.009,17.64,-3.9634,-31.5824,0.33540002,4.9186,-42.0446,0.106800005,12.16,-75.937004,24.364399,1.5862,-5.7542,-35.185,-2.473,12.16,30.478998,-8.299601,0.341,31.101799,-27.857399,0.0052,85.5,21.014599,-68.3012,0.3378,12.375401,-40.1772,0.056399997,12.16,-1.663,0.0,-3.656,0.0,-5.84,0.0,3,B,0,0
   202	1,1002,-11.254489,10.9314,-78.5436,9.67,28.9394,-19.8006,12.7698,6.5374,-77.9854,6.2658,14.785,-20.2126,5.1532,30.2,-18.6698,35.7454,0.3396,-32.2854,-32.1676,0.0116,17.64,-3.5406,-34.7278,0.3394,6.0792,-41.8708,0.026400002,12.16,-76.368996,21.725601,1.3598,-5.7542,-35.185,-3.4468,12.16,33.331398,-10.851,0.341,30.882801,-28.0646,0.0056,85.5,22.969398,-72.7138,0.3402,20.2764,-35.2264,0.0058,12.16,-1.545,0.0,-3.54,0.0,-5.723,0.0,3,B,0,0
   203	1,1002,-11.144041,13.5802,-80.356,10.779201,28.858,-19.7448,11.5432,8.7204,-82.331604,6.5608,11.346,-22.7784,-0.24540001,30.2,-21.0546,33.2976,0.3396,-31.513401,-32.9002,0.0116,17.64,-2.5075998,-41.346203,0.3402,6.7214003,-41.767002,0.0042,12.16,-77.2838,15.5686,0.5636,-3.0588,-35.1418,-4.9148,12.16,37.87,-15.609799,0.341,26.1946,-32.076797,0.0052,85.5,24.683401,-75.1938,0.3402,24.8658,-31.3008,0.0047999998,12.16,-1.434,0.0,-3.428,0.0,-5.61,0.0,3,B,0,0
   204	1,1002,-11.025073,17.4194,-82.9828,12.1924,28.7396,-19.6648,9.765,9.8605995,-84.61179,6.5291996,11.436,-22.8352,-0.32759997,30.2,-24.7902,29.524399,0.3398,-33.128403,-31.1002,0.012,17.64,-1.832,-45.5222,0.3402,6.7790003,-41.756603,0.0042,12.16,-77.3882,12.6438,0.38939998,-0.26639998,-35.0666,0.257,12.16,39.948402,-18.3582,0.341,24.125801,-33.55,0.0052,97.6,29.0138,-79.182594,0.3402,31.784399,-22.5076,0.0042,12.16,-1.315,0.0,-3.309,0.0,-5.492,0.0,3,B,0,0
   205	1,1002,-10.913827,20.527199,-85.1096,13.1664,28.6434,-19.5998,8.3258,10.7196,-86.3276,6.504,11.4623995,-22.9136,-0.32479998,30.2,-29.763401,25.476599,0.3398,-36.4526,-26.738798,0.0092,17.64,-0.8588,-51.435802,0.3402,7.3262,-41.6428,0.0042,12.16,-77.292,9.4382,0.397,2.5707998,-34.8032,-0.1612,12.16,42.106003,-21.4704,0.341,23.1984,-34.1764,0.0052,97.6,31.488401,-80.704,0.3402,33.8996,-18.429,0.0042,21.88,-1.205,0.0,-3.2,0.0,-5.383,0.0,3,B,0,0
   206	1,1002,-10.801898,23.386799,-87.0662,13.9274,28.5546,-19.5398,7.0014,12.0562,-89.01,6.4674,11.436,-23.0598,-0.3082,30.2,-32.8372,23.3006,0.3398,-37.1316,-25.7524,0.0092,17.64,-0.1274,-54.8756,0.3402,10.3074,-40.8394,0.0044,23.92,-76.3374,4.3916,0.3466,10.4778,-31.7908,-0.2924,12.16,44.0242,-24.328201,0.341,22.9196,-34.361202,0.0052,97.6,35.7014,-82.4638,0.3402,38.1178,-12.1062,0.0,18.08,-1.093,0.0,-3.086,0.0,-5.27,0.0,3,B,0,0
   207	1,1002,-10.687579,26.9486,-89.503395,14.6926,28.443602,-19.4648,5.3514004,13.007199,-90.936,6.4424,11.391601,-23.1514,-0.2938,30.2,-35.9436,21.1722,0.3398,-37.3564,-25.4198,0.0092,29.64,1.354,-59.1558,0.3402,16.8034,-38.0362,0.0046,23.92,-75.0398,1.7228,0.333,17.2546,-26.421598,0.1014,12.16,47.206,-29.4326,0.341,15.6042,-28.998001,0.006,97.6,42.1092,-83.8404,0.3402,42.306602,-6.6868,-0.00059999997,14.164,-0.9766,0.0,-2.97,0.0,-5.152,0.0,3,B,0,0
   208	1,1002,-10.567809,29.7884,-91.4468,15.1564,28.357,-19.4048,4.0360003,14.9952,-94.9976,6.3290005,11.3524,-23.2398,-1.4542,30.2,-42.4658,16.7064,0.3398,-36.5918,-26.402,0.0092,29.8,2.6367998,-61.5922,0.3402,21.123201,-35.285202,0.0046,23.92,-73.722404,0.15619999,0.3386,21.5448,-21.1518,0.056999996,12.16,48.4546,-32.2154,0.341,10.9282,-27.898998,0.0056,97.6,46.441402,-84.4556,0.3402,43.7742,-5.5952,0.0032,13.336,-0.858,0.0,-2.852,0.0,-5.035,0.0,3,B,0,0
   209	1,1002,-10.454522,33.7964,-94.1892,15.5888,28.2346,-19.3198,2.1794,16.0366,-97.1272,6.142,11.3752,-23.238798,-2.5254,30.2,-45.1206,14.620999,0.3398,-34.179,-29.145401,0.0095999995,29.8,7.2584004,-66.9102,0.3402,30.3924,-25.8818,0.004,23.92,-69.3396,-2.2912,0.3404,26.9848,-8.0102005,0.0028,12.16,50.503197,-37.0094,0.341,13.9838,-26.1216,0.0062,97.6,52.658398,-85.0368,0.3402,43.9518,-2.2754,0.0042,13.336,-0.7427,0.0,-2.736,0.0,-4.918,0.0,3,B,0,0
   210	1,1002,-10.340145,36.6152,-96.118,15.736,28.148201,-19.2598,0.8736,17.844799,-100.8038,5.5864,11.471,-23.196001,-4.4016,30.2,-48.7498,10.873199,0.3398,-28.965,-34.6748,0.005,25.95,10.438199,-69.298,0.3402,32.6472,-22.6204,0.004,23.92,-66.5942,-2.7424,0.3404,27.636799,-1.6024001,0.0026,12.16,51.5394,-38.6776,0.341,16.780201,-24.065601,0.0062,97.6,56.9842,-84.9982,0.3402,42.5132,3.0368,0.0046,13.336,-0.629,0.0,-2.623,0.0,-4.805,0.0,3,B,0,0
   211	1,1002,-10.227245,40.1266,-98.5204,15.7368,28.0402,-19.1848,-0.7518,18.3408,-102.0444,5.1512,1.579,-5.0066,-4.1702,30.2,-53.2686,5.1586,0.3398,-27.844599,-36.6152,0.0044,22.17,15.2196,-72.3002,0.64599997,35.4764,-19.7262,6.3112,21.45,-64.0776,-2.6167998,0.3404,27.2576,3.475,0.0018000001,12.16,54.6954,-41.9756,0.341,21.761599,-18.6148,0.0056,97.6,60.099598,-84.5596,0.3402,40.7528,8.182,0.0046,100.0,-0.5166,-9.89,-2.51,0.0,-4.695,0.0,3,B,0,0
   212	1,1002,-10.118293,42.46,-100.117004,15.6248,27.9682,-19.1348,-1.8310001,18.4942,-102.17441,4.7524,1.6852001,0.58,-3.7104,30.2,-55.512596,2.0352,0.3398,-26.2112,-37.801598,0.0044,18.69,18.8712,-74.3192,1.359,37.4044,-20.5128,7.8856,17.97,-59.56,-1.7544,0.3404,27.328201,4.7438,0.0018000001,12.16,56.8588,-43.8392,0.341,21.058,-19.1956,0.006,97.6,64.717,-83.1498,0.3402,39.1466,14.953199,-0.0002,96.5,-0.4133,-9.78,-2.406,0.0,-4.59,0.0,3,B,0,0
   213	1,1002,-10.011449,44.8674,-99.624405,15.5466,20.4808,11.4418,-0.8104,18.618,-102.136604,4.4895997,1.6234,0.313,-3.3426,30.2,-56.275,0.0652,0.6078,13.6472,-11.0708,10.2634,15.086,21.7188,-75.868,1.9474001,38.1172,-20.6792,7.4467998,18.05,,,,,,,,58.7412,-45.647003,0.341,19.990799,-20.245201,0.0052,97.6,70.346,-80.701805,0.3402,40.4866,18.7904,-0.0002,92.94,-0.3066,-9.68,-2.3,0.0,-4.484,0.0,3,B,0,0
   214	1,1002,-9.90258,47.592403,-98.102196,15.3162,20.3976,11.3938,-2.5358,18.824,-102.0994,4.1046,1.6532,0.5088,-1.0074,30.2,-54.2156,-1.8562,2.1526,12.1778,-11.709399,8.3358,15.3,26.076,-78.2584,3.3962,37.416397,-20.4786,11.7288,18.05,,,,,,,,60.693398,-47.715,0.341,19.2428,-20.931202,0.0052,97.6,73.713,-79.042595,0.3402,39.9106,20.905,0.0042,92.94,-0.1946,-9.56,-2.188,0.0,-4.37,0.0,3,B,0,1
   215	1,1002,-9.79194,49.7982,-96.87,14.9598,20.33,11.3548,-3.9328,18.991,-102.058205,4.0828,2.6698,0.65160006,0.2056,30.2,-53.302998,-2.7352,2.7388,12.159599,-11.731,7.4086,15.3,31.389599,-81.1558,4.9234,37.5878,-20.4214,9.9368,18.05,,,,,,,,63.177998,-50.851803,0.341,15.9314,-23.2334,0.0054,97.6,77.2178,-76.9242,0.53580004,35.8912,25.3888,6.0044003,92.94,-0.085,-9.45,-2.078,0.0,-4.26,0.0,3,B,0,1
   216	1,1002,-9.682154,51.827797,-95.7364,14.4968,20.267601,11.3188,-5.218,19.5784,-102.054,4.2888002,5.0882,-0.22399999,2.23,30.2,-52.2906,-3.7138,3.3098001,12.1496,-11.7526,6.3976,15.3,35.847,-83.497,6.0067997,39.096203,-19.5068,8.8058,14.33,,,,,,,,64.6612,-53.322998,0.341,13.624201,-26.269,-0.0023999999,93.94,81.0766,-72.5316,2.9182,13.9362,32.1138,22.4554,92.94,0.0,-9.34,-1.969,0.0,-4.152,0.0,3,B,0,1
   217	1,1002,-9.568447,54.356003,-94.32481,13.737801,20.1896,11.2738,-6.8192,20.0256,-102.0616,4.466,6.6944,-0.019199999,2.3652,30.2,-50.365,-5.577,4.1632,12.186999,-11.7774,4.4828,15.3,38.1598,-84.6104,6.5028005,40.0524,-18.759,8.2716,10.3,,,,,,,,65.755,-55.8878,0.49060002,10.345799,-29.4324,6.0642,89.9,81.6404,-69.4544,4.9648,1.7584,34.7556,20.8372,92.94,0.0,-9.23,-1.85,0.0,-4.03,0.0,3,B,0,1
   218	1,1002,-9.450914,56.371803,-93.199196,12.9868,20.1272,11.237801,-8.0956,20.671598,-102.06,4.6444,8.608,0.0162,1.8718,30.2,-49.347,-6.559,4.4912,12.24,-11.7866,3.4892,15.3,45.7734,-87.807,7.8497996,42.602997,-16.1206,6.411,6.56,,,,,,,,67.1986,-60.582798,1.5178,9.6966,-32.804398,6.823,86.2,81.6172,-66.468796,6.4742,-0.6038,36.6088,15.760799,92.94,0.0,-9.12,-1.738,0.0,-3.922,0.0,3,B,0,1
   219	1,1002,-9.344107,58.8824,-91.7974,11.8686,20.0492,11.1928005,-9.685801,22.531,-102.0596,4.7282,12.3158,0.0054,-1.2704,30.2,-48.222202,-7.6391997,4.7556,12.2914,-11.7928,2.3704,15.3,48.9956,-88.9698,8.2936,43.0666,-15.1568,5.4976,5.098,,,,,,,,67.9206,-63.087,2.3818,9.5482,-34.0536,11.784,82.4,81.5806,-59.8992,8.503,-0.03,37.903202,9.1804,92.94,0.0,-9.0,-1.626,0.0,-3.809,0.0,3,B,0,1
   220	1,1002,-9.234042,60.884,-90.68,10.8314,19.986801,11.1568,-10.9536,23.392601,-102.0596,4.5716,13.3492,0.0054,-3.2516,30.2,-46.1742,-9.6032,4.9616,12.294001,-11.7932,0.206,15.3,53.308197,-90.4812,8.7736,43.1758,-15.080999,4.1992,5.098,,,,,,,,68.853195,-66.604,3.4998002,9.0873995,-36.1088,10.6654005,78.7,81.5798,-57.3738,9.0876,-0.0072000003,37.8576,8.502399,92.94,0.0,-8.89,-1.517,0.0,-3.7,0.0,3,B,0,1
   221	1,1002,-9.115342,63.3772,-89.2884,9.3568,19.9088,11.1118,-12.532801,24.6636,-102.0596,4.1128,14.23,0.0052,-6.4534,30.2,-44.843,-10.8798,4.902,12.294001,-11.7932,-1.2008001,15.3,60.1588,-92.859406,9.2644005,43.347797,-14.9638,2.1086,5.098,,,,,,,,70.208595,-72.587006,5.0123997,8.1052,-39.2922,8.3976,74.75,81.5798,-53.9098,9.835,-0.0062,37.7292,7.8734,92.94,0.0,-8.78,-1.4,0.0,-3.584,0.0,3,B,0,1
   222	1,1002,-9.008172,65.199196,-88.2712,8.1502,19.8516,11.080601,-13.686999,27.0922,-101.973,2.8514001,16.2386,1.4175999,-9.21,30.2,-44.0238,-11.6654005,4.7892003,12.294001,-11.7932,-2.0664,15.3,63.413197,-93.979004,9.381,43.4236,-14.9024,1.1128,5.098,,,,,,,,70.8042,-75.5966,5.5844,7.8441997,-40.795,6.9912,71.06,81.5798,-47.3276,11.1008,-0.0062,37.5466,6.4291997,92.94,0.0,-8.67,-1.291,0.0,-3.475,0.0,3,B,0,1
   223	1,1002,-8.899316,67.5108,-86.9812,6.4618,19.778801,11.0414,-15.151401,28.453602,-101.721794,2.039,16.3692,4.5552,-10.0696,30.2,-43.102203,-12.5492,4.5934,12.294001,-11.7932,-3.0402,15.3,66.507,-94.679596,9.4356,16.7944,12.0978,-0.2638,5.098,,,,,,,,71.5832,-79.7858,6.1804,7.7838,-42.826,5.106,67.56,81.5798,-44.192596,11.516801,-0.0068,37.676598,3.5185997,92.94,0.0,-8.56,-1.1875,0.0,-3.371,0.0,3,B,0,1
   224	1,1002,-8.796511,69.6498,-85.7868,4.7414002,19.7138,11.005,-16.5068,29.8078,-101.153,1.212,16.240799,8.864,-9.336599,30.2,-40.7382,-14.8158,3.7724,12.3896,-11.8748,-5.4008,15.3,68.4022,-92.4212,8.913,14.5182,15.6966,-4.831,5.098,,,,,,,,72.232,-83.4336,6.5386,7.7776003,-44.5502,3.6548002,64.06,81.5798,-40.437,11.5902,-0.0069999998,37.3082,-1.6638,92.94,0.0,-8.46,-1.084,0.0,-3.268,0.0,3,B,0,1
   225	1,1002,-8.687959,71.618,-84.6882,3.0234,19.653801,10.9714,-17.7538,31.017601,-100.3262,0.6404,16.0574,12.7824,-5.874,30.2,-39.4962,-16.0074,3.1664002,12.4466,-11.9488,-6.6218,15.3,69.9398,-90.8544,8.3994,15.901999,15.8286,-5.3594,5.098,,,,,,,,72.1686,-88.782005,6.6668,-14.193199,-14.2372,-5.8448,62.34,81.5798,-37.6638,11.3424,-0.0069999998,36.7008,-4.4234,92.94,0.0,-8.35,-0.9756,0.0,-3.158,0.0,3,B,0,1
   226	1,1002,-8.579686,72.7744,-82.9516,2.8066,5.5522,18.6894,6.3902,33.3258,-98.007805,0.3218,8.85,10.4924,0.2474,30.2,-38.665,-16.806,2.6944,12.481,-12.0048,-7.4396,15.3,71.021805,-88.8566,8.2384,6.9742,17.3224,-0.64559996,5.098,,,,,,,,71.485,-88.4022,4.9866,-5.4564,7.751,-18.673199,62.34,81.5798,-32.287,9.9072,-0.0082,29.6204,-14.1736,92.94,0.0,-8.24,-0.8677,0.0,-3.05,0.0,3,B,0,1
   227	1,1002,-8.476221,73.4212,-80.7752,3.456,5.5326,18.6222,4.8524,34.0574,-97.1692,0.336,8.8216,10.250601,0.0962,30.2,-37.5186,-17.9106,1.9560001,12.524,-12.0892,-8.5684,15.3,71.525604,-85.602196,8.0504,2.9961998,29.2298,-2.2526,5.098,,,,,,,,70.927795,-87.65019,3.3362,-8.0048,9.7614,-14.922,62.34,81.5798,-30.190802,8.4692,-0.0086,21.091202,-19.5114,92.94,0.0,-8.14,-0.764,0.0,-2.947,0.0,3,B,0,1
   228	1,1002,-8.3671,73.9732,-78.9158,3.87,5.5158,18.5646,3.5384,35.1272,-95.855,0.3402,8.9742,12.391,0.009,30.2,-36.4734,-18.9218,1.1948,12.5598,-12.1732,-9.597,15.3,71.7796,-83.1642,7.8568,3.09,29.2748,-1.0364,5.098,,,,,,,,70.382996,-86.9896,2.3655999,-8.882199,10.7644,-9.5566,62.34,81.5798,-28.161001,6.4386,-0.0068,19.5158,-20.906,92.94,0.0,-8.03,-0.656,0.0,-2.838,0.0,3,B,0,1
   229	1,1002,-8.254207,74.478,-77.2166,4.1342,5.5003996,18.5118,2.3376,36.2818,-94.195404,0.3402,10.1446,13.4818,0.0047999998,30.2,-34.752,-22.2148,0.314,8.025,-23.146002,0.052399997,15.3,72.067795,-80.479,7.8184004,3.1864002,29.305,-0.2962,5.098,,,,,,,,69.016205,-85.3222,1.0864,-7.6698,9.6446,-2.2636,62.34,81.5252,-26.770401,4.8548,-1.8248,17.629799,-20.979399,92.94,0.0,-7.914,-0.537,0.0,-2.72,0.0,3,B,0,1
   230	1,1002,-8.137357,75.2554,-74.6,4.3266,5.4765997,18.4302,0.4882,37.3232,-92.9804,0.3402,12.5348,12.8464,0.0047999998,30.2,-34.162,-24.3974,0.3326,4.7914,-24.345,0.1488,15.3,72.3638,-77.791405,7.7920003,3.2624,29.3306,-0.2848,5.098,,,,,,,,68.3244,-84.51321,1.0696,-7.5992,8.8132,-0.7868,62.34,80.5164,-24.963799,2.1758,-7.375,1.5148,-8.2736,92.94,0.0,-7.797,-0.4214,0.0,-2.604,0.0,3,B,0,1
   231	1,1002,-8.023219,75.9388,-72.300804,4.2794,5.4556,18.3582,-1.1352,38.7476,-91.8096,0.3402,15.69,10.5114,0.0047999998,30.2,-34.065,-28.7566,0.3402,-2.55,-25.170801,0.005,15.3,72.917595,-72.8976,7.7440004,3.3746,29.4,-0.2848,5.098,,,,,,,,66.9986,-83.014404,0.8674,-7.3626003,8.0394,-0.3728,62.34,80.0062,-25.1344,1.6464,-5.6798,-4.4494,-4.6626,92.94,0.0,-7.684,-0.308,0.0,-2.49,0.0,3,B,0,1
   232	1,1002,-7.913464,76.4836,-70.4678,4.0958,5.4388,18.3006,-2.429,41.5442,-90.63139,0.3402,18.433,4.2364,0.0047999998,30.2,-34.356003,-30.863602,0.3402,-4.0638,-25.4028,0.0042,15.3,73.2866,-69.7072,7.7128005,3.4312,29.4938,-0.2922,5.098,,,,,,,,66.3756,-82.3682,0.8108,-7.6396003,7.0997996,-0.47759998,62.34,79.2684,-26.3422,1.098,-4.1562,-10.0084,-2.3702002,92.94,0.0,-7.58,-0.2008,0.0,-2.383,0.0,3,B,0,1
   233	1,1002,-7.8033113,77.0264,-68.6408,3.7828,5.422,18.243,-3.7189999,43.057796,-90.45139,0.3402,18.1484,0.4964,0.0047999998,30.2,-34.811398,-33.4996,0.3402,-4.8862,-27.4072,0.0,11.516,73.5168,-67.738396,7.6802,3.4694,29.565,-0.8156,5.098,,,,,,,,65.597595,-81.8294,0.7864,-7.7752004,4.0002,-0.43240002,62.34,78.9644,-27.34,0.916,-3.1264002,-13.640201,-2.0089998,89.2,0.0,-7.465,-0.08875,0.0,-2.271,0.0,3,B,0,1
   234	1,1002,-7.6880436,77.7026,-66.365,3.2108,5.4009995,18.1722,-5.3258,44.7458,-90.609,0.3402,18.514,-3.5442002,0.0047999998,30.2,-35.1494,-35.3782,0.3402,-5.186,-28.7472,0.0,7.64,74.1342,-62.546402,7.3334002,3.581,29.763401,-3.0554001,5.098,,,,,,,,65.081,-81.5878,0.71980006,-7.7836,3.5986,-1.396,62.34,78.7698,-28.771202,0.8154,-1.0692,-17.1232,-0.35939997,85.3,0.0,-7.35,0.0,0.0,-2.156,0.0,3,B,0,1
   235	1,1002,-7.573847,78.331604,-64.2488,2.496,5.3814,18.1078,-6.82,47.7108,-91.7628,0.3402,16.416,-10.1034,0.005,30.2,-36.230602,-41.2574,0.3402,-6.644,-32.2882,0.0,3.885,74.3746,-60.5592,7.097,3.6242,29.8398,-3.9301999,5.098,,,,,,,,63.8096,-81.1472,0.46,-8.7338,2.7316,-1.8608,62.34,78.92,-32.0648,0.8864,2.263,-21.9872,0.96,81.56,0.0,-7.24,0.0,0.0,-2.045,0.0,3,B,0,1
   236	1,1002,-7.46423,78.366,-62.508198,2.7273998,-1.201,15.4402,4.3932,48.7376,-92.5284,0.3402,14.6108,-12.4406,0.005,30.2,-36.7546,-43.4376,0.3402,-8.9908,-32.9578,0.0,12.375,74.7404,-57.569,6.6322,3.6876001,29.9518,-5.2588,2.574,,,,,,,,63.0098,-80.936005,0.3362,-10.3096,2.0108001,-0.649,62.34,79.087006,-33.5966,0.97019994,2.6992002,-23.7334,1.4219999,77.75,0.0,-7.13,0.0,0.0,-1.933,0.0,3,B,0,1
   237	1,1002,-7.354339,78.266,-61.223198,3.0432,-1.197,15.4002,3.299,49.8942,-93.818,0.3402,10.624201,-15.385799,0.0054,30.2,-37.8156,-46.4562,0.3402,-13.9284,-32.6204,0.00059999997,9.33,75.042,-55.277798,6.1808,4.344,31.1288,-6.6836,0.0,,,,,,,,62.1754,-80.8424,0.33200002,-11.7708,0.61259997,0.122600004,61.16,79.332794,-35.8884,1.1222,2.6079998,-26.0358,1.8344,74.06,0.0,-7.02,0.0,0.0,-1.823,0.0,3,B,0,1
   238	1,1002,-7.247491,78.106,-59.1742,3.3594,-1.1905999,15.3362,1.5544,50.7708,-96.6844,0.3402,0.1894,-18.0986,0.0054,30.2,-40.99,-51.6894,0.3402,-22.863401,-30.546398,-0.0008,5.69,75.8808,-49.8936,4.782,5.2988,32.7368,-9.654799,0.0,,,,,,,,59.8554,-81.1192,0.3404,-16.0662,-4.358,0.0076,57.5,79.721405,-40.557,1.3888,1.4754,-29.662199,0.9578,70.44,0.0,-6.91,0.0,0.0,-1.716,0.0,3,B,0,1
   239	1,1002,-7.1371217,77.9772,-57.515602,3.4454,-1.1854,15.284201,0.142,50.5956,-98.037994,0.3402,-4.2448,-17.9062,0.0052,30.2,-43.648197,-55.0116,0.3402,-25.6868,-30.997,-0.0008,2.043,76.4596,-46.341602,3.6494,5.3758,32.8282,-11.1406,0.0,,,,,,,,58.0102,-81.8694,0.3404,-17.8744,-8.8392,0.0046,53.88,79.7698,-42.8442,1.4202,0.08180001,-31.156,0.0888,66.75,0.0,-6.8,0.0,0.0,-1.607,0.0,3,B,0,1
   240	1,1002,-7.029151,77.8596,-55.9896,3.389,-1.1805999,15.2362,-1.1556,50.0356,-99.4662,0.4268,-8.6854,-16.0368,2.5764,30.2,-45.404198,-57.1064,0.3402,-26.8102,-31.7764,-0.0008,0.0,76.9104,-43.602997,2.6684,5.4378004,32.8922,-12.288199,0.0,,,,,,,,56.461002,-82.7342,0.3404,-19.163399,-11.558001,0.0044,50.16,79.7276,-45.5158,1.3925999,-0.84800005,-32.7962,-0.6014,63.06,0.0,-6.69,0.0,0.0,-1.498,0.0,3,B,0,1
   241	1,1002,-6.9202414,77.7126,-54.089,3.1362,-1.1746,15.1762,-2.7722,48.3094,-101.4342,1.5014,-11.784,-8.2728,10.9172,30.2,-47.6448,-59.749,0.3402,-26.9296,-31.673601,0.0038,0.0,77.777596,-38.472,0.8794,5.9616,30.9468,-6.1540003,0.0,-46.08,92.155,0.6702,-0.0,-0.11,-1.082,33.34,53.1894,-84.8608,0.3404,-22.088001,-14.800401,0.0044,46.38,79.4698,-50.939,1.2796,-5.81,-34.7714,3.2176,61.97,0.0,-6.582,0.0,0.0,-1.386,0.0,3,B,0,1
   242	1,1002,-6.806966,75.0868,-55.5754,4.5968,-29.8746,-18.8622,15.949,47.5204,-101.86179,2.3112,-11.8536,-4.9438,12.8958,30.2,-52.363598,-65.2866,0.3402,-26.965,-31.639399,0.0038,0.0,78.3926,-36.0162,0.688,9.7842,27.3928,1.0016,0.0,-46.022003,91.8738,0.3318,0.8738,-3.8204,-0.9446,33.34,51.2902,-86.1658,0.3404,-23.037199,-16.6596,0.0052,42.72,78.9946,-53.634,1.4061999,-6.0992,-31.3354,0.8652,61.97,0.0,-6.473,0.0,0.0,-1.277,0.0,3,B,0,1
   243	1,1002,-6.69641,71.8562,-57.6152,6.2391996,-29.7758,-18.799799,14.489201,46.5364,-102.082,3.4654,-11.7516,-1.3684,14.3028,30.2,-54.5882,-67.9412,0.3402,-26.133202,-32.271,0.0042,0.0,79.3462,-33.9182,1.1114,12.056601,24.1734,6.8428,0.0,-45.9286,91.452805,0.3312,1.1814,-6.0634003,0.1486,33.34,49.386,-87.68559,0.3404,-22.482,-19.7068,0.0052,38.8,78.4616,-56.2164,1.3778,-6.698,-30.6576,-1.3454,61.97,0.0,-6.355,0.0,0.0,-1.162,0.0,3,B,0,1
   244	1,1002,-6.5834327,68.389,-59.8046,7.8314,-29.6694,-18.7326,12.9226,44.5252,-102.062996,6.0536,-11.356999,0.0874,15.029,30.2,-56.832996,-71.001,0.3402,-22.713799,-34.4798,0.0046,0.0,80.7796,-29.5386,2.5194001,4.2226,26.3196,6.7223997,0.0,-45.799,90.7864,0.3388,1.9794,-8.089601,0.0398,33.34,45.9288,-91.26,0.3404,-21.785,-24.5824,0.0046,35.16,77.1144,-61.216,1.1786,-8.691,-26.566399,-1.4228,61.97,0.0,-6.246,0.0,0.0,-1.054,0.0,3,B,0,1
   245	1,1002,-6.4786806,65.92,-61.363598,8.8572,-29.593401,-18.684599,11.8071995,43.531403,-102.05981,7.267,-12.53,0.0152,13.926999,30.2,-58.5162,-73.9742,0.3402,-18.030401,-36.541798,0.005,0.0,81.0064,-27.301,2.9094,1.5112,27.196201,2.9168,0.0,-45.552597,90.058,0.3402,3.7472,-9.26,0.0072000003,33.34,44.021202,-93.32,0.3404,-24.0576,-24.5728,0.005,31.66,76.3412,-63.327404,0.99480003,-9.7384,-24.2874,-2.8074,61.97,0.0,-6.145,0.0,0.0,-0.949,0.0,3,B,0,1
   246	1,1002,-6.376776,62.7196,-63.3842,10.052,-29.4946,-18.6222,10.3612,42.4798,-101.6444,8.297199,-10.323199,6.6482,9.2304,30.2,-60.6262,-79.8924,0.3402,-8.528,-37.640602,0.0042,100.0,81.0154,-24.793001,2.9501998,-0.8744,27.3712,-1.628,0.0,-44.473198,88.325,0.3402,8.653,-9.9308,0.0047999998,33.34,41.6176,-95.4744,0.3404,-28.168798,-22.2724,0.0052,28.12,75.442795,-65.412796,0.6818,-9.251599,-21.248201,-3.5464,61.97,-9.93,-6.04,0.0,0.0,-0.8447,0.0,3,B,0,1
   247	1,1002,-6.2708206,59.285202,-65.552795,11.1636,-29.3882,-18.555,8.809,41.6162,-100.9792,9.0196,-10.386999,9.0786,8.2002,30.2,-60.9996,-83.0076,0.3402,-0.9378,-37.3082,0.0002,97.6,80.8402,-22.5286,2.654,-2.9366,27.0532,-4.8106,0.0,-43.633198,87.52981,0.3402,11.146999,-9.2882,0.0042,33.34,36.826797,-98.257996,0.3404,-35.1068,-14.6174,0.0052,24.6,74.767204,-66.9768,0.48279998,-7.0442,-16.3974,-1.5575999,61.97,-9.83,-5.934,0.0,0.0,-0.74,0.0,3,B,0,1
   248	1,1002,-6.1606183,56.1072,-67.5594,12.034,-29.2894,-18.4926,7.3726,39.7866,-99.266205,10.2542,-10.5378,9.8482,6.0340004,30.2,-60.6754,-86.0712,0.3402,7.7838,-36.1022,0.0004,93.8,80.003395,-17.8052,1.6234,-6.1047997,27.0516,-5.8456,0.0,-42.505,86.6942,0.3402,13.1912,-9.0028,0.0042,33.34,33.4382,-99.2748,0.377,-38.3606,-8.007,0.85760003,20.8,74.4248,-68.3154,0.344,-0.2944,-2.3844001,-0.31780002,61.97,-9.71,-5.82,0.0,0.0,-0.6274,0.0,3,B,0,1
