game_num,event_id,event_time,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,p0_pos_x,p0_pos_y,p0_pos_z,p0_vel_x,p0_vel_y,p0_vel_z,p0_boost,p1_pos_x,p1_pos_y,p1_pos_z,p1_vel_x,p1_vel_y,p1_vel_z,p1_boost,p2_pos_x,p2_pos_y,p2_pos_z,p2_vel_x,p2_vel_y,p2_vel_z,p2_boost,p3_pos_x,p3_pos_y,p3_pos_z,p3_vel_x,p3_vel_y,p3_vel_z,p3_boost,p4_pos_x,p4_pos_y,p4_pos_z,p4_vel_x,p4_vel_y,p4_vel_z,p4_boost,p5_pos_x,p5_pos_y,p5_pos_z,p5_vel_x,p5_vel_y,p5_vel_z,p5_boost,boost0_timer,boost1_timer,boost2_timer,boost3_timer,boost4_timer,boost5_timer,player_scoring_next,team_scoring_next,team_A_scoring_within_10sec,team_B_scoring_within_10sec
737,737004,-51.36427,-30.062,15.4276,6.3046002,-20.3224,-6.3206,-5.5014,-26.5674,5.595,0.9834,15.3434,37.3222,7.0796003,62.34,-42.6232,14.955,0.3402,10.0062,-19.131401,0.0042,15.3,-25.6912,93.1214,0.3402,8.270801,4.44,0.0042,43.12,-69.0442,-0.9668,0.3402,17.2954,-2.9954002,0.0052,100.0,-27.248201,16.4944,5.2076,-31.2478,26.875801,-0.501,0.0,-18.503199,102.06,14.609799,13.759399,-0.0082,0.8212,71.0,0.0,-1.829,-9.58,0.0,0.0,0.0,4,B,0,0
737,737004,-51.25861,-32.428402,14.691601,5.5694,-20.2496,-6.2982,-6.995,-25.105,10.1512,1.8366001,2.2089999,45.2926,6.7841997,62.34,-41.8008,13.3158,0.3402,9.5684,-20.1736,0.0042,15.3,-23.8352,94.077805,0.3402,11.934,5.2738,0.0046,43.12,-67.555,-1.0438,0.3402,18.211401,0.78160006,0.0052,100.0,-29.853401,18.7374,5.1168,-31.2746,26.948,-1.5710001,0.0,-16.0004,102.06,14.257199,15.8071995,-0.0082,-5.0992002,71.0,0.0,-1.723,-9.47,0.0,0.0,0.0,4,B,0,0
737,737004,-51.15165,-34.2818,14.1152,4.8698,-20.1924,-6.2806,-8.1646,-24.755,17.335,2.6348002,2.2203999,45.4108,0.66160005,62.34,-40.6242,9.9046,0.3402,4.7794,-22.719398,0.0047999998,15.3,-22.6424,94.4872,0.3402,13.9012,3.7389998,0.005,43.12,-65.893,-0.7646,0.3402,17.9562,4.9488,0.0052,100.0,-34.8048,23.0182,4.696,-31.2728,27.1228,-3.6492002,0.0,-14.540601,101.8066,13.5962,15.9186,-6.2353997,-8.8868,71.0,0.0,-1.617,-9.37,0.0,0.0,0.0,4,B,0,0
737,737004,-51.043655,-36.2976,13.4883995,3.9844,-20.13,-6.2614,-9.4372,-24.5318,21.875801,2.6183999,2.2208,45.412598,-0.3038,62.34,-40.401398,7.5802,0.3402,-0.0654,-23.5132,0.0047999998,15.3,-21.1474,94.7284,0.3402,15.77,1.4046,0.0044,43.12,-64.715,-0.3202,0.3402,17.368,7.9915996,0.005,97.56,-37.9306,25.737,4.2582,-31.238,27.24,-4.999,0.0,-13.211801,101.2042,12.7890005,15.9842005,-8.3064,-10.205999,71.0,0.0,-1.506,-9.26,0.0,0.0,0.0,4,B,0,0
737,737004,-50.931168,-38.9758,12.6554,2.6064003,-20.0468,-6.2358003,-11.1276,-24.308601,26.4166,2.5872,2.2208,45.412598,-0.309,62.34,-40.5356,6.0154,0.3402,-3.478,-23.3558,0.0047999998,15.3,-20.0566,94.792595,0.3402,16.804,0.559,0.0042,43.12,-61.939,1.7268,0.3402,15.778399,15.3372,0.0034,96.9,-40.0116,27.555601,3.891,-31.2012,27.3082,-5.908,0.0,-10.8043995,99.957405,11.094,16.0982,-8.3248,-12.277801,71.0,0.0,-1.396,-9.14,0.0,0.0,0.0,4,B,0,0
737,737004,-50.82098,-40.5444,12.1586,1.9517999,-14.0156,-4.885,7.07,-24.1226,30.2006,2.5612,2.2208,45.412598,-0.309,62.34,-41.69,2.2876,0.3402,-9.121799,-21.431799,0.0047999998,15.3,-16.9928,94.625595,0.3402,20.2514,-3.1785998,0.0,39.44,-60.4898,3.2882001,0.3402,12.7322,14.8362,0.004,96.9,-45.2008,32.1194,2.707,-31.0662,27.443602,-8.1846,0.0,-9.1922,99.1234,9.7924,16.1402,-8.3566,-13.637199,71.0,0.0,-1.287,-9.03,0.0,0.0,0.0,4,B,0,0
737,737004,-50.71224,-42.176403,11.5902,2.6801999,-13.9652,-4.8654003,5.5296,-23.7878,37.013,2.5144,2.2296,45.4454,-0.3068,62.34,-42.5516,0.5884,0.3402,-11.4897995,-19.175,0.0052,15.3,-15.2178,94.24,0.3402,22.1646,-5.6173997,-0.0008,35.66,-59.1688,4.9162,0.3402,5.5734005,7.0806,0.004,96.9,-48.301804,34.8672,1.8152001,-30.9598,27.5054,-9.5348,0.0,-7.5765996,98.2854,8.355801,16.1664,-8.402,-14.9786,71.0,0.0,-1.175,-8.92,0.0,0.0,0.0,4,B,0,0
737,737004,-50.60084,-43.802597,11.0238,3.2294,-13.9148,-4.8458,3.9945998,-23.5636,41.5624,2.4586,2.2528,45.5436,-1.0526,62.34,-43.6272,-0.8072,0.3402,-13.853199,-14.3792,0.0058,15.3,-13.2904005,93.6756,0.3402,23.9194,-7.5848,-0.0008,31.95,-58.8698,5.2966,0.3402,1.9568,2.5005999,0.004,96.9,-51.3838,37.6136,0.8246,-30.3326,27.091202,-8.584001,0.0,-6.4982,97.72401,7.3240004,16.1796,-8.4386,-15.8664,71.0,0.0,-1.064,-8.81,0.0,0.0,0.0,4,B,0,0
737,737004,-50.49095,-45.1916,10.54,3.5578,-13.8716,-4.829,2.6832001,-23.4128,44.601803,2.3564,2.272,45.626602,-1.9053999,62.34,-45.0342,-1.829,0.3402,-14.1872,-6.633,0.006,15.3,-10.7826,92.8336,0.3402,25.9946,-9.1488,-0.00059999997,28.17,-58.703598,5.5016,0.3402,2.4798,2.7457998,0.0044,96.9,-54.1436,40.1786,0.4788,-24.748798,23.7812,-2.2533998,0.0,-3.7992,96.307594,4.4864,16.2038,-8.5554,-18.069,71.0,0.0,-0.953,-8.7,0.0,0.0,0.0,4,B,0,0
737,737004,-50.37999,-46.807003,9.9776,3.7754002,-13.8212,-4.8094,1.1583999,-23.0298,52.224,1.8522,2.3202,45.763798,-4.035,62.34,-47.3528,-1.8672,0.3402,-13.0964,4.927,0.0056,15.3,-6.8134003,91.051796,0.3402,26.2944,-14.9518,0.0,24.44,-58.1098,6.0186,0.3402,5.1818,4.8434,0.0052,96.9,-56.6818,42.3886,0.3136,-11.165601,8.0626,0.3782,0.0,-2.1786,95.4472,2.6086,16.2138,-8.649,-19.3676,71.0,0.0,-0.8423,-8.59,0.0,0.0,0.0,4,B,0,0
737,737004,-50.262623,-48.7606,9.2976,3.8012,-13.76,-4.7888002,-0.6848,-22.815601,56.4152,1.4241999,2.3483999,45.6454,-5.1926003,62.34,-48.476,-1.1848,0.3402,-11.505401,9.3322,0.0052,15.3,-2.8242002,88.04401,0.3402,24.1446,-22.3484,-0.00059999997,20.44,-57.5338,6.6021996,0.3402,6.6902003,6.3506,0.0042,95.56,-57.4346,42.855602,0.33580002,-4.9086,2.7926002,0.100600004,0.0,0.21260001,93.187004,0.2324,9.7324,-20.2032,-0.26139998,71.0,0.0,-0.7236,-8.47,0.0,0.0,0.0,4,B,0,0
737,737004,-50.153156,-50.02,8.859799,3.6785998,-13.720401,-4.7756,-1.872,-22.5982,60.5942,0.89,2.3932002,45.496403,-6.3512,62.34,-49.752003,0.3232,0.4394,-9.2064,14.7596,5.9922,11.68,-1.0462,86.2492,0.593,23.527,-25.0246,6.2265997,30.12,-56.943398,7.1548,0.3402,8.8688,8.269199,0.0,91.94,-57.6698,43.0004,0.3396,-1.9025999,1.4039999,0.0216,0.0,0.6508,91.6166,0.2972,3.6107998,-21.3978,0.7256,71.0,0.0,-0.6167,-8.37,0.0,0.0,0.0,4,B,0,0
737,737004,-50.0415,-51.7314,8.264,3.3374,-13.6664,-4.7576003,-3.4857998,-20.8476,66.317795,0.32119998,17.3862,14.245,0.29,62.34,-50.7188,2.1241999,1.165,-9.1668,17.7126,7.4644,7.9,1.367,83.6482,1.261,24.733,-26.7718,6.473,26.34,-55.3792,8.2976,0.6458,14.287,8.65,6.3084,88.1,-57.6248,43.2856,0.34,2.1628,2.9042,0.006,0.0,0.761,89.4312,0.3332,-0.97900003,-22.114199,0.15100001,71.0,0.0,-0.5044,-8.25,0.0,0.0,0.0,4,B,0,0
737,737004,-49.929783,-50.8838,7.3262,4.5646,17.8144,22.4286,30.136202,-19.0836,66.9126,0.3378,17.2456,0.3174,0.0674,62.34,-51.4442,4.0804,1.947,3.0523999,24.2694,7.4853997,4.21,5.5578003,78.881004,1.9502001,30.1324,-34.6146,3.1394,22.66,-54.2858,8.978,1.1222,13.8432,9.2472,5.412,84.44,-57.3092,43.6818,0.34,3.8176,4.9618,0.0064,0.0,0.106400006,86.335594,0.3402,-7.9354,-21.2174,0.0082,71.0,0.0,-0.3953,-8.14,0.0,0.0,0.0,4,B,0,0
737,737004,-49.823875,-48.8092,9.9378,7.9792,17.75,22.3474,28.514,-17.7174,66.622406,0.3402,15.646801,-6.1264,0.011,62.34,-51.081802,6.8346004,2.6262,3.1188002,23.918402,4.8196,3.137,8.069799,75.9946,2.0492,30.155,-34.6466,-0.1872,22.36,-51.3614,10.7084,2.0956,17.7418,9.495,3.8711998,80.9,-56.675602,44.724,0.34,4.1718,8.7914,0.0068,0.0,-0.71639997,84.62,0.3402,-11.5404005,-19.8228,0.0046,71.0,0.0,-0.29,-8.04,0.0,0.0,0.0,4,B,0,0
737,737004,-49.719078,-47.037403,12.1686,10.755401,17.6948,22.2778,27.128,-16.4982,65.9042,0.3402,13.7468,-10.4554,0.0052,62.34,-50.595,9.5816,2.8094,4.1196,17.9436,0.16299999,3.137,10.5818,73.107796,2.0232,30.1406,-34.6256,-0.3364,22.36,-50.092403,12.1776,2.2374,21.0418,39.186203,0.8584,78.8,-56.316,45.741802,0.34,2.9166,11.3106,0.0069999998,0.0,-1.8044,83.0672,0.3402,-13.604,-17.8394,0.0044,71.0,0.0,-0.1829,-7.93,0.0,0.0,0.0,4,B,0,0
737,737004,-49.61307,-45.2708,14.3928,13.3935995,17.639599,22.2082,25.7466,-14.7742,63.8704,0.3402,9.2044,-15.9874,0.005,62.34,-50.1822,11.376801,2.7874,4.1196,17.9436,-0.3058,3.137,13.0916,70.225,1.9952,30.094799,-34.5584,-0.3266,22.36,-48.5012,15.117,2.2510002,21.2478,39.1964,-0.2816,78.8,-56.1746,46.551003,0.34,1.4302001,12.7454,0.0069999998,0.0,-2.9016001,81.6154,0.3402,-12.6076,-17.261,0.0046,71.0,0.0,-0.0794,-7.83,0.0,0.0,0.0,4,B,0,0
737,737004,-49.505596,-43.3634,16.7942,16.0958,17.5798,22.133001,24.2546,-14.0258,62.0354,0.3402,4.8616,-15.783001,0.0042,62.34,-49.941402,12.424,2.7692,4.1196,17.9436,-0.309,3.137,18.3464,64.1942,1.9417999,29.9716,-34.3806,-0.2894,34.5,-46.5508,18.711,2.163,21.277199,39.206,-1.5046,78.8,-56.142403,47.8016,0.34,-0.16420001,14.364201,0.0068,0.0,-4.3668,79.353195,0.3402,-4.7742,-8.2752,0.0042,71.0,0.0,0.0,-7.715,0.0,0.0,0.0,4,B,0,0
737,737004,-49.39057,-41.316402,19.371601,18.825401,17.5154,22.0546,22.6532,-13.7214,60.976402,0.3402,2.7782001,-10.173,0.0042,62.34,-49.2534,15.415999,2.7172,4.1196,17.9436,-0.309,3.137,20.8426,61.3314,1.9178,29.943602,-34.3414,-0.27899998,34.5,-42.4706,26.2274,1.626,21.277199,39.206,-3.9932,78.8,-56.326,50.422203,0.34,-1.6566,16.8988,0.0066000004,0.0,-4.6498003,78.8498,0.4902,-1.2688,-2.2844,6.0786,71.0,0.0,0.0,-7.6,0.0,0.0,0.0,4,B,0,0
737,737004,-49.27816,-39.4224,21.7566,21.193,17.4556,21.9818,21.171202,-13.515,60.2054,0.8096,0.7462,-2.826,6.6694,62.34,-48.875,17.0616,2.6834,4.1196,17.9436,-0.6336,3.137,25.0862,56.464798,1.7925999,29.969398,-34.3804,-1.6486,34.5,-40.874,29.168999,1.2858,21.2918,39.2386,-4.9748,78.8,-56.4604,51.7332,0.34,-1.8748,17.934599,0.0066000004,0.0,-4.6918,78.7826,0.9832,-0.4548,-0.6928,7.0738,71.0,0.0,0.0,-7.49,0.0,0.0,0.0,4,B,0,0
737,737004,-49.16844,-37.3898,24.316399,23.5636,17.392,21.9034,19.5808,-13.4408,59.9242,1.5641999,0.731,-2.7632,8.2832,62.34,-48.531002,18.5576,2.5814002,4.1196,17.9436,-1.7156,3.137,28.0858,53.023,1.5627999,30.02,-34.4556,-2.8522,34.5,-39.4536,31.7878,0.9214,21.316399,39.3182,-5.8456,78.8,-56.591,52.9646,0.64599997,-2.0292,18.861801,6.3222,0.0,-4.7468,78.7026,2.1924,-0.2922,-0.4,8.0174,71.0,0.0,0.0,-7.38,0.0,0.0,0.0,4,B,0,0
737,737004,-49.059315,-35.3648,26.866798,25.748999,17.3304,21.825,17.9962,-13.3928,59.7432,2.1141999,0.72120005,-2.7226,7.9002004,62.34,-47.843,21.549599,2.1053998,4.1196,17.9436,-3.8795998,3.137,30.0886,50.7236,1.342,30.0618,-34.5176,-3.6722,34.5,-35.970802,38.8614,0.5826,15.5816,39.0374,-1.3332001,78.8,-57.229,57.4148,1.6919999,-4.683,28.7912,4.5685997,0.0,-4.726,78.7254,2.9916,1.0594001,1.2451999,12.368199,71.0,0.0,0.0,-7.27,0.0,0.0,0.0,4,B,0,0
737,737004,-48.94607,-33.3466,29.408201,27.7498,17.2688,21.7466,16.4172,-13.318399,59.482998,4.0508,0.4504,-1.5816001,11.5543995,62.34,-47.499,23.0456,1.7324001,4.1196,17.9442,-4.9616,3.137,34.8132,45.240402,0.5976,28.1698,-35.4058,-5.4997997,46.28,-34.8022,42.822998,0.4312,8.33,40.0788,-1.2588,90.8,-57.697002,60.297997,1.9433999,-4.6848,28.8578,-0.0222,0.0,-4.5884,78.8182,4.9568,0.4978,-0.5156,11.8082,67.2,0.0,0.0,-7.156,0.0,0.0,0.0,4,B,0,0
737,737004,-48.836975,-31.6226,31.579199,29.318602,17.216,21.6794,15.068199,-13.2766,59.3378,5.05,0.4482,-1.5728,10.3556,61.12,-47.0862,24.843601,1.1662,4.1274,18.0228,-6.251,3.137,37.0878,41.84,0.31219998,22.6176,-38.2176,-0.1698,46.28,-34.3022,45.8414,0.3814,5.5506,40.3328,-0.8278,91.0,-58.1648,63.183598,1.9142,-4.6672,28.8394,-0.33220002,0.0,-4.5488,78.71,6.1656,0.349,-1.4724001,12.377399,63.53,0.0,0.0,-7.047,0.0,0.0,0.0,4,B,0,0
737,737004,-48.72788,-29.761002,33.9236,30.8656,17.1588,21.6066,13.611401,-13.234799,59.1912,5.8284,0.6722,-2.2986,10.5473995,57.44,-46.603397,27.4138,0.3222,1.016,18.298199,-2.2382002,3.137,38.6692,38.9172,0.32919997,19.6742,-39.6168,0.2078,46.28,-34.099598,52.554,0.33560002,-2.3267999,40.070602,0.0908,91.0,-58.5136,65.344,1.8889999,-4.6392,28.773798,-0.32700002,0.0,-4.5206,78.5822,7.1168,0.4096,-1.8492,12.9404,59.84,0.0,0.0,-6.94,0.0,0.0,0.0,4,B,0,0
737,737004,-48.61877,-28.048,36.0806,32.154198,17.105999,21.5394,12.271,-13.047,58.753197,7.6864,1.6428,-2.5982,11.6974,53.75,-46.8504,29.2216,0.32700002,-5.0644,17.8164,0.2542,3.137,41.0196,32.0312,0.3402,8.2414,-42.4992,0.0078,46.28,-34.3086,56.557404,0.3398,-0.97099996,40.021,0.017,91.0,-59.2798,70.122,1.8376,-4.5612,28.5796,-0.292,0.0,-4.4774,78.4178,8.225201,0.6308,-2.0538,13.5932,56.2,0.0,0.0,-6.832,0.0,0.0,0.0,4,B,0,0
737,737004,-48.50967,-26.056202,38.5886,33.4884,17.0444,21.461,10.712,-12.878,58.558197,8.6826,2.3624,-2.0774,12.132199,50.1,-47.4514,30.6698,0.338,-8.9016,16.9214,0.0626,3.137,41.392002,28.476202,0.3402,1.3646001,-42.6206,0.005,46.28,-34.2514,59.217003,0.34,2.3786001,39.7532,0.0069999998,91.0,-59.6586,72.501,1.8136001,-4.5322,28.5282,-0.2802,0.0,-4.3166,78.0562,10.604,1.2833999,-2.2726,14.884399,52.5,0.0,0.0,-6.723,0.0,0.0,0.0,4,B,0,0
737,737004,-48.399006,-24.354599,40.7312,34.4874,16.9916,21.393799,9.3802,-12.59,58.402,9.9138,3.3158,-1.071,12.426999,46.4,-48.572002,32.2598,0.3402,-13.0898,14.863199,0.0068,3.137,41.121803,24.275,0.3402,-5.894,-41.2554,0.005,58.28,-33.8924,62.5068,0.34,5.7482,39.2376,0.0066000004,91.0,-60.1106,75.3546,1.756,-4.5164003,28.5424,-1.0580001,0.0,-4.1662,77.8206,12.134399,1.6869999,-2.4304,15.6552,48.8,0.0,0.0,-6.613,0.0,0.0,0.0,4,B,0,0
737,737004,-48.29225,-22.517,43.0446,35.4198,16.934399,21.321999,7.942,-11.941601,58.393997,11.9012,4.776,0.884,12.6624,42.6,-50.810802,34.0344,0.3402,-17.974,10.1456,0.005,3.137,39.4078,18.8736,0.3402,-18.2248,-33.9758,0.0054,58.44,-32.5764,69.3112,0.34,8.426,38.686398,0.0066000004,91.0,-60.825,79.8832,1.4316001,-4.5194,28.6696,-2.9508,100.0,-3.9968,77.5898,13.6054,1.968,-2.5874,16.375,45.0,0.0,0.0,-6.5,0.0,-9.92,0.0,4,B,0,0
737,737004,-48.17373,-20.264,45.881203,36.353798,16.864,21.235601,6.1786,-11.5126,58.5136,12.9652,5.4344,1.8764,12.8772,38.84,-52.744198,34.8194,0.3402,-20.3298,5.7956,0.005,3.137,37.1242,15.971601,0.3402,-26.28,-24.558998,0.005,58.44,-31.7074,73.1738,0.34,8.8762,38.5818,0.0066000004,91.0,-61.202003,82.2764,1.1388,-4.528,28.764,-3.9772,100.0,-3.7934,77.3266,15.248,2.0526,-2.6423998,16.027199,45.1,0.0,0.0,-6.387,0.0,-9.81,0.0,4,B,0,0
737,737004,-48.063015,-18.440601,48.177597,36.94,16.8068,21.1654,4.751,-11.0845995,58.688797,13.943199,5.9078,2.6916,13.177199,34.9,-54.3162,35.1036,0.3402,-21.3646,2.1528,0.005,3.137,34.994198,14.4002,0.3402,-29.7272,-18.479399,0.0038,58.44,-30.447199,78.637405,0.34,8.2446,38.679398,0.0066000004,91.0,-61.681602,85.4004,0.625,-4.0488,28.893,-5.4459996,100.0,-3.4676,76.9012,17.6562,2.0454,-2.8876002,15.1126,43.75,0.0,0.0,-6.273,0.0,-9.695,0.0,4,B,0,0
737,737004,-47.953186,-17.042,49.939,37.2856,16.7628,21.111399,3.6560001,-10.4674,59.0142,15.287,6.3614,3.7314003,13.6612,31.2,-56.4794,35.0426,0.3402,-21.6634,-2.97,0.005,3.137,31.3748,12.575,0.3402,-31.7172,-14.0288,0.0038,58.44,-29.847801,81.8748,0.34,6.4958,38.952198,0.0068,91.0,-61.883198,87.8042,0.3116,-0.64519995,28.7276,-0.816,100.0,-3.4676,76.9012,17.6562,2.0454,-2.8876002,15.1126,40.06,0.0,0.0,-6.16,0.0,-9.586,0.0,4,B,0,0
737,737004,-47.844833,-15.0902,52.3972,37.6166,16.7012,21.0358,2.1278,-9.3622,59.804,17.629,6.8792,5.7303996,14.345401,27.7,-59.933598,33.803402,0.3402,-19.3196,-11.3522,0.005,3.137,26.601599,10.648199,0.3402,-31.876202,-11.577,0.004,58.44,-29.1474,85.7554,0.34,8.131,38.529198,0.0069999998,91.0,-61.3938,92.0138,0.3444,6.5602,27.1784,0.3762,100.0,-3.0664,76.1782,20.8228,1.9644,-4.4058,16.4542,36.56,0.0,0.0,-6.06,0.0,-9.484,0.0,4,B,0,0
737,737004,-47.737957,-13.006801,55.021202,37.7738,16.6352,20.9548,0.4964,-8.711599,60.3936,18.9544,7.3018,7.0232,14.534599,23.98,-61.298397,32.8106,0.5416,-17.2794,-14.624001,6.1612,0.589,23.639399,9.7414,0.3402,-32.6818,-8.200399,0.0044,58.44,-28.193,89.176605,0.34,12.535601,36.0374,0.0069999998,91.0,-60.5528,94.387405,0.41599998,11.6892,24.4098,1.0014,100.0,-2.8898,75.7296,22.3578,1.8734,-5.3258,16.9654,32.84,0.0,0.0,-5.95,0.0,-9.375,0.0,4,B,0,0
737,737004,-47.62586,-11.346,57.113197,37.753403,16.5844,20.89,-0.80300003,-7.5471997,61.6148,21.1538,8.2092,9.1182,14.7864,20.16,-63.671,29.161598,1.4275999,-11.1076,-28.133999,4.264,0.0,20.339,9.2076,0.3402,-33.1368,-2.7136,0.0046,58.44,-25.668798,94.119,0.34,20.4638,30.16,0.0074,91.0,-59.0338,96.532196,0.5174,17.8418,18.786999,0.3676,100.0,-2.717,75.132996,24.078001,1.5711999,-6.5340004,17.3726,29.0,0.0,0.0,-5.836,0.0,-9.26,0.0,4,B,0,0
737,737004,-47.511536,-9.4148,59.5458,37.5658,16.5256,20.8144,-2.3132,-6.6862,62.598198,22.642,8.98,10.4252,14.959001,16.5,-64.7844,26.344398,1.715,-11.1504,-28.1912,0.3454,0.0,15.4554,9.4862,0.3402,-31.4604,5.6224,0.005,58.44,-23.780201,96.43481,0.34,24.571201,25.4298,0.0076,91.0,-55.8548,98.5796,0.4632,23.462,9.1336,-0.6486,100.0,-2.603,74.537994,25.536798,1.1894001,-7.646,17.603,25.34,0.0,0.0,-5.727,0.0,-9.15,0.0,4,B,0,0
737,737004,-47.401634,-7.6278005,61.7966,37.2336,16.471,20.7442,-3.7108,-5.9852004,63.4196,23.7684,9.6542,11.3666,15.0678005,12.75,-65.4354,24.6994,1.7066001,-11.1544,-28.196001,-0.2776,0.0,12.311801,10.4746,0.3402,-26.338001,12.330601,0.0054,58.44,-21.3118,98.395996,0.34,28.5228,18.024399,0.0076,91.0,-53.2102,99.195,0.39540002,24.9776,2.7204,-0.3736,100.0,-2.4644,72.9834,28.6602,0.5086,-9.9778,18.116,21.61,0.0,0.0,-5.613,0.0,-9.04,0.0,4,B,0,0
737,737004,-47.289963,-5.7098,64.212006,36.707,16.412199,20.668602,-5.2106,-5.1442,64.4142,25.0288,10.449399,12.3976,15.1723995,8.98,-67.2954,19.9994,1.655,-11.1544,-28.196001,-0.309,0.0,10.0528,12.0194,0.3402,-19.559,17.581999,0.0042,58.44,-16.3474,100.1334,0.3434,29.825,2.5072,0.014400001,91.0,-51.537003,99.2354,0.3712,25.109,-1.0852,-0.192,98.8,-2.421,71.9182,30.4936,0.4174,-11.2264,18.5196,17.83,0.0,0.0,-5.504,0.0,-8.93,0.0,4,B,0,0
737,737004,-47.18291,-3.935,66.447205,36.061398,16.3576,20.5984,-6.5986,-3.181,66.775604,27.7202,11.8168,14.436601,15.6544,5.363,-68.5044,16.944399,1.6212,-11.1544,-28.196001,-0.309,0.0,8.8832,13.29,0.3402,-12.4514,16.152199,0.0047999998,58.44,-14.6448,100.083,0.3414,28.783,-3.3674,-0.0496,88.5,-47.4858,98.2844,0.3344,25.648998,-10.6106,-0.14819999,95.2,-2.3872,71.036,31.8944,0.4798,-12.2022,18.7936,14.22,0.0,0.0,-5.395,0.0,-8.82,0.0,4,B,0,0
737,737004,-47.073944,-3.2704,65.3974,36.4012,-1.5792,-31.4226,9.2792,-2.0742,68.1462,29.177,12.261801,15.3664,16.1038,1.491,-69.527405,14.3594,1.5926,-11.1544,-28.196001,-0.309,0.0,7.843,15.091999,0.3402,-3.865,9.0654,0.0046,58.44,-10.345799,98.3896,0.3394,25.278,-16.3918,0.0098,84.7,-45.202404,97.0234,0.33740002,24.0552,-16.307,0.0588,91.3,-2.2192,69.2488,34.7396,1.7278,-9.395801,16.7848,10.34,0.0,0.0,-5.28,0.0,-8.7,0.0,4,B,0,0
737,737004,-46.954426,-3.4552,61.738197,37.387,-1.5736,-31.3106,7.731,-1.0394,69.4624,30.541,12.5254,16.1272,16.5876,0.0,-70.457405,12.009399,1.5577999,-11.1612,-28.211,-0.7388,0.0,7.6278005,15.634,0.3402,-2.0468,5.4926,0.0042,58.44,-8.0412,96.4696,0.3398,21.2012,-20.968401,0.0094,84.7,-43.3046,95.4426,0.34,21.5952,-21.083601,0.012999999,87.56,-2.0598,68.2848,36.4062,1.5519999,-9.6832,16.1996,9.414,0.0,0.0,-5.168,0.0,-8.59,0.0,4,B,0,0
737,737004,-46.851116,-3.6248002,58.352203,38.141003,-1.5683999,-31.206598,6.2984004,0.7418,71.777405,32.8264,12.564,16.3758,15.3578005,0.0,-72.2266,7.5368,1.2706,-11.1846,-28.2864,-2.7818,0.0,7.2184005,16.6422,0.3402,-3.6829998,7.0082,0.005,58.44,-6.3344,94.6742,0.3398,20.0334,-21.908401,0.009,84.7,-41.0534,92.6128,0.34,17.5374,-26.6408,0.002,84.0,-1.9332001,67.4768,37.7102,1.4964,-9.6866,15.184,9.414,0.0,0.0,-5.062,0.0,-8.49,0.0,4,B,0,0
737,737004,-46.743843,-3.8068,54.718197,38.7796,-1.5627999,-31.094599,4.7608,1.7878,73.1414,34.0574,12.5622,16.378199,14.282,0.0,-73.5328,4.231,0.852,-11.204,-28.386799,-4.2882,0.0,6.6470003,17.5134,0.3402,-5.9698,7.6498,0.0047999998,58.44,-3.0468,91.3412,0.3398,22.0248,-19.5874,0.0094,84.7,-39.546,90.0134,0.34,15.5798,-29.700201,0.002,80.2,-1.7986,66.589,39.0442,1.4432001,-9.6814,14.0236,9.414,0.0,0.0,-4.95,0.0,-8.375,0.0,4,B,0,0
737,737004,-46.619587,-3.9944,51.1644,39.0474,-1.7262,-28.9772,-2.5216,3.8798,75.8694,36.248,12.5622,16.378199,12.114,0.0,-74.3472,1.854,0.5032,-8.0148,-28.6336,-3.515,0.0,6.1197996,18.0912,0.3402,-6.4742,6.1842,0.0047999998,58.44,-1.1648,89.7678,0.3398,22.9626,-18.394201,0.0092,84.7,-37.1454,84.6662,0.34,13.89,-33.9956,0.002,87.4,-1.5397999,65.0186,40.6576,2.3486,-8.252,0.6754,9.414,0.0,0.0,-4.832,0.0,-8.26,0.0,4,B,0,0
737,737004,-46.516834,-4.1672,48.2714,38.7254,-1.719,-28.888401,-3.8114002,4.9258,77.2334,37.208,12.5622,16.378199,11.03,0.0,-74.7842,-1.032,0.33080003,-2.0646,-28.9852,-0.39240003,0.0,5.467,18.6,0.3402,-6.4928,4.1974,0.0047999998,58.44,1.1564,87.9608,0.3398,23.3262,-17.916801,0.0092,84.7,-35.746597,81.1548,0.34,14.1584,-36.0198,0.002,83.8,-1.1396,64.243996,39.865,3.8126001,-6.1682,-10.1648,9.414,0.0,0.0,-4.727,0.0,-8.15,0.0,4,B,0,0
737,737004,-46.400345,-4.367,44.907597,38.187,-1.7106,-28.7848,-5.3108,5.9718,78.597404,38.0774,12.5622,16.378199,9.946,0.0,-74.8824,-3.4492002,0.3352,-0.6856,-29.0092,0.088199995,0.0,4.9398003,18.8824,0.3402,-6.142,2.7685997,0.0047999998,58.44,4.6610003,85.280594,0.3398,23.3646,-17.8632,0.0092,84.7,-34.7906,78.7048,0.34,14.460401,-37.3196,0.002,82.75,-0.78699994,63.6642,38.7426,3.8982,-6.4456,-13.771,9.414,0.0,0.0,-4.61,0.0,-8.04,0.0,4,B,0,0
